timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-26T20:39:17,codecarbon,ec1f7ea3-1027-4eec-a305-ddaa3a758f42,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5043632849119604,4.055351714446081e-07,2.6957263282873933e-07,4.8000054,0.0,10.0,1.3379039130782026e-06,0.0,2.7855675499368875e-06,4.12347146301509e-06,0.0,Brazil,BRA,,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.8,12,12th Gen Intel(R) Core(TM) i5-12400,0,,,,15.314102172851562,machine,0.0,0,0.0,0.0,N,1.0,0.0
2026-06-26T20:41:37,codecarbon,46f79158-e6fe-4a05-bf5f-fb077cd243a2,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,81.02828852902167,0.00014035654175993743,1.7321918592624147e-06,53.31637981640277,0.0,10.0,0.0012021505603307912,0.0,0.000224991239806857,0.0014271418001376482,0.0,Brazil,BRA,,,,Linux-6.8.0-124-generic-x86_64-with-glibc2.39,3.12.3,3.2.8,12,12th Gen Intel(R) Core(TM) i5-12400,0,,,,15.314102172851562,machine,74.55375000000001,0,8.2875,1.2693089485168456,N,1.0,0.0
